QLBES version12-12-2017,,,,,,,,
Starting_2108,hours,GMT,13_Dec2017,,,,,
wallets,1000,blocks,5000,,,,,
Using Python secrets module for cryptographically strong random numbers,,,,,,,,
useRetarget = True, retarget on every block,,,,,,,
Using target scaling, targetScalingFactor,1.05,starting step,16,,,,
Loading wallets with Mainnet distribuition,,,,,,,,
useDynamicWeights = False, wallet weights are fixed during the simulation run,,,,,,,
trueNetworkWeight,20026263,,,,,,,
block,wallet,wallet weight,true network weight,new network weight,network weight,target,difficulty,spacing
366,777,14048,20026263,19775000,17800196.58,776022.4314,3473997.517,16
367,3,800279,20026263,19775250,17677457.69,774376.2816,3481382.454,80
368,3,800279,20026263,19775500,17673207.36,777661.5973,3466674.977,224
369,0,1911538,20026263,19775500,17788071.53,781510.7267,3449600.764,240
370,816,14984,20026263,19775750,17754626.36,785931.505,3430197.139,256
371,5,258679,20026263,19775750,17515214.95,789265.8441,3415705.9,224
372,2,825187,20026263,19775750,17280682.06,792056.2484,3403672.41,208
373,827,15248,20026263,19775750,17189835.8,790376.0866,3410907.852,80
374,667,11408,20026263,19775750,17381395.4,787581.7572,3423009.707,48
375,2,825187,20026263,19775750,17375674.35,784797.3069,3435154.5,48
376,411,5264,20026263,19775500,17256091.31,784242.3857,3437585.177,112
377,628,10472,20026263,19775500,17625127.74,785905.9722,3430308.581,176
378,938,17912,20026263,19775250,17769611.28,784238.8568,3437600.645,80
379,15,167033,20026263,19775000,17886978.29,780357.1725,3454700.098,16
380,847,15728,20026263,19774750,17614945.76,791392.8051,3406525.789,448
381,287,2288,20026263,19774500,18064225.14,790833.2203,3408936.209,112
382,11,185594,20026263,19774000,18410128.65,792510.7877,3401720.256,176
383,708,12392,20026263,19773750,18093982.22,795312.6643,3389736.038,208
384,0,1911538,20026263,19773250,18249398.9,794187.9513,3394536.514,96
385,1,892220,20026263,19772750,18538097.4,790818.584,3408999.301,32
386,66,33801,20026263,19772250,18249868.61,791936.9416,3404185.18,160
387,20,139336,20026263,19771750,18408888.21,791376.972,3406593.944,112
388,5,258679,20026263,19771250,18441468.38,787459.9568,3423539.161,16
389,904,17096,20026263,19770750,18218529.86,788016.7607,3421120.126,144
390,3,800279,20026263,19770000,17907790.53,795817.5276,3387585.604,352
391,879,16496,20026263,19769250,18310355.35,793003.9603,3399604.712,48
392,885,16640,20026263,19768750,18535889.46,789078.8921,3416515.164,16
393,4,431691,20026263,19768000,18668447.06,790752.738,3409283.168,176
394,950,18200,20026263,19767250,18973024.41,790193.6058,3411695.539,112
395,0,1911538,20026263,19766250,19395814.46,787958.6584,3421372.392,64
396,50,73136,20026263,19765500,19330452.43,785172.8756,3433511.375,48
397,950,18200,20026263,19764500,19300493.12,781841.755,3448140.218,32
398,1,892220,20026263,19763750,19813609.3,781288.9237,3450580.084,112
399,965,18560,20026263,19762750,19971780.09,778526.7214,3462822.696,48
400,51,71332,20026263,19761750,19942958.68,777425.7467,3467726.675,96
401,940,17960,20026263,19760750,19839231.59,776876.0378,3470180.4,112
402,18,146705,20026263,19759750,19847362.93,774129.437,3482492.554,48
403,0,1911538,20026263,19758750,19744202.09,774129.437,3482492.554,128
404,2,825187,20026263,19757500,19568879.72,775224.1932,3477574.647,160
405,4,431691,20026263,19756500,19648132.65,773031.5845,3487438.358,64
406,880,16520,20026263,19755250,19018775.32,781777.2132,3448424.889,384
407,5,258679,20026263,19754000,18752234.74,789516.2134,3414622.72,352
408,16,157617,20026263,19752750,18268040.6,797890.0816,3378786.204,368
409,73,30643,20026263,19751500,18362333.23,793940.829,3395593.099,16
410,64,38078,20026263,19750250,18587945.91,791695.2831,3405224.28,64
411,395,4880,20026263,19749000,19092210.68,788896.2897,3417305.97,48
412,14,168298,20026263,19747750,19061499.19,788338.4701,3419724.017,112
413,2,825187,20026263,19746250,18827521.76,790010.7455,3412485.229,176
414,13,174947,20026263,19745000,18120143.51,798948.4665,3374310.25,384
415,26,122460,20026263,19743500,17753359.13,801773.1031,3362422.598,208
416,710,12440,20026263,19742000,17869594.27,798938.4801,3374352.428,48
417,917,17408,20026263,19740500,17628068.02,800068.3206,3369587.235,160
418,433,5792,20026263,19739000,17831824.59,800068.3206,3369587.235,128
419,811,14864,20026263,19737500,17388347.7,806856.9506,3341236.632,320
420,979,18896,20026263,19736000,17382628.51,805145.3926,3348339.349,80
421,957,18368,20026263,19734500,17095430.47,807991.9381,3336543.192,208
422,33,105197,20026263,19732750,17060494.07,806849.2944,3341268.337,96
423,6,223571,20026263,19731250,17080651.25,804567.2387,3350745.432,64
424,26,122460,20026263,19729500,17101007.89,800584.9367,3367412.846,16
425,1,892220,20026263,19728000,17121571.24,797188.43,3381760.069,32
426,1,892220,20026263,19726250,17086711.99,794933.6987,3391352.014,64
427,19,139439,20026263,19724500,17079442.48,792123.2561,3403384.485,48
428,52,70054,20026263,19722750,16483657.62,804445.4845,3351252.573,480
429,0,1911538,20026263,19721000,16473157.02,805014.2987,3348884.615,144
430,431,5744,20026263,19719250,16566496.87,801599.0003,3363152.897,32
431,928,17672,20026263,19717250,16903114.27,799331.7944,3372692.065,64
432,6,223571,20026263,19715500,16922426.04,802722.9846,3358443.762,224
433,975,18800,20026263,19713750,16411817.07,810669.332,3325523.606,352
434,70,32105,20026263,19711750,16452787.3,813535.407,3313807.828,208
435,25,127707,20026263,19710000,16598874.21,810659.1991,3325565.173,48
436,769,13856,20026263,19708000,16537098.71,811805.6148,3320868.876,160
437,12,181074,20026263,19706000,16765766.34,808361.504,3335017.794,32
438,22,134073,20026263,19704000,16262329.17,815220.5021,3306958.047,320
439,84,20941,20026263,19702000,16150745.22,815796.9352,3304621.388,144
440,44,83613,20026263,19700000,16470032.91,811759.0504,3321059.369,16
441,411,5264,20026263,19698000,16723986.31,810037.0938,3328119.194,80
442,603,9872,20026263,19695750,17099166.46,806600.486,3342299.003,32
443,3,800279,20026263,19693750,17262722.69,806600.486,3342299.003,128
444,0,1911538,20026263,19691750,16866875.3,817436.9076,3297991.533,432
445,42,84719,20026263,19689500,16941761.27,813968.9059,3312042.979,32
446,79,22017,20026263,19687250,16880010.68,812242.2616,3319083.637,80
447,273,1952,20026263,19685250,16577372.14,815688.2249,3305061.809,224
448,14,168298,20026263,19683000,16728296.25,811650.8782,3321501.981,16
449,41,88514,20026263,19680750,16993425.1,807633.5148,3338023.931,16
450,540,8360,20026263,19678500,16346211.53,819625.9516,3289183.309,464
451,87,18650,20026263,19676250,16310559.11,816148.6628,3303197.227,32
452,14,168298,20026263,19673750,16938464.93,813840.3053,3312566.338,64
453,1,892220,20026263,19671500,17071078.39,810387.5623,3326679.882,32
454,56,55351,20026263,19669250,17206720.53,809241.5307,3331391.059,96
455,812,14888,20026263,19666750,17491593.16,806380.5035,3343210.79,48
456,46,81444,20026263,19664500,17400292.06,806950.686,3340848.514,144
457,666,11384,20026263,19662000,17367316.61,804097.758,3352701.799,48
458,44,83613,20026263,19659500,17421612.83,804097.758,3352701.799,128
459,0,1911538,20026263,19657000,17595190.07,800117.7797,3369378.945,16
460,880,16520,20026263,19654500,17356937.25,800683.5338,3366998.179,144
461,12,181074,20026263,19652000,17588388.02,796720.4546,3383746.437,16
462,2,825187,20026263,19649500,17982149.17,797283.8065,3381355.52,144
463,82,21531,20026263,19647000,17981686.19,794465.0552,3393352.523,48
464,785,14240,20026263,19644250,17704885.13,795588.5695,3388560.499,160
465,939,17936,20026263,19641750,17612622.41,798963.879,3374245.158,224
466,689,11936,20026263,19639000,17700297.19,796704.1261,3383815.788,64
467,45,81602,20026263,19636250,17548416.33,797267.4665,3381424.821,144
468,66,33801,20026263,19633750,17398200.66,797267.4665,3381424.821,128
469,915,17360,20026263,19631000,17423711.05,793321.2956,3398244.841,16
470,796,14504,20026263,19628250,16880546.41,803418.367,3355536.929,416
471,1,892220,20026263,19625500,16791763.46,802282.1911,3360288.973,96
472,3,800279,20026263,19622750,16839301.43,800013.0529,3369820.018,64
473,795,14480,20026263,19620000,16509937.77,806235.5338,3343811.935,304
474,38,97994,20026263,19617000,16396539.64,805665.4539,3346177.979,112
475,595,9680,20026263,19614250,16439485.75,804526.1002,3350916.769,96
476,876,16424,20026263,19611250,16483039.8,804526.1002,3350916.769,128
477,663,11312,20026263,19608500,16139255.73,809645.941,3329727.061,272
478,32,105412,20026263,19605500,16596233.48,808500.9583,3334442.554,96
479,705,12320,20026263,19602750,17111733.22,805642.5494,3346273.111,48
480,54,57951,20026263,19599750,17603594.97,804503.2281,3351012.036,96
481,664,11336,20026263,19596750,17482139.37,802796.663,3358135.533,80
482,444,6056,20026263,19593750,17332415.2,803364.3113,3355762.712,144
483,28,118654,20026263,19590750,17127169.41,804500.4108,3351023.771,160
484,51,71332,20026263,19587750,16571326.21,815308.6185,3306600.64,432
485,45,81602,20026263,19584750,16752320.37,813002.6369,3315979.405,64
486,872,16328,20026263,19581500,17309084.7,810703.1775,3325384.771,64
487,35,105030,20026263,19578500,17662034.7,806690.5048,3341926.035,16
488,980,18920,20026263,19575500,17690890.9,803268.0951,3356164.669,32
489,37,100167,20026263,19572250,17967555.03,799292.2233,3372859.039,16
490,74,27624,20026263,19569250,18094166.27,797031.5417,3382425.737,64
491,0,1911538,20026263,19566000,18191060.65,802103.6887,3361036.781,272
492,370,4280,20026263,19563000,18001657.91,803805.1637,3353922.221,176
493,0,1911538,20026263,19559750,18225182.6,802668.4409,3358671.978,96
494,992,19208,20026263,19556500,18291626.08,800398.2102,3368198.436,64
495,656,11144,20026263,19553250,18037285.64,802662.0199,3358698.846,192
496,624,10376,20026263,19550000,17727264.28,804364.6793,3351589.235,176
497,891,16784,20026263,19546750,17756676.77,800383.3798,3368260.846,16
498,2,825187,20026263,19543500,17049643.32,811702.2185,3321291.896,448
499,906,17144,20026263,19540250,16604344.61,818015.6174,3295658.35,304
500,5,258679,20026263,19537000,17382726.09,814545.1605,3309699.856,32
501,0,1911538,20026263,19533750,17498039.31,812817.2938,3316735.533,80
502,30,114338,20026263,19530500,17495692.99,809368.8909,3330866.84,32
503,38,97994,20026263,19527000,17375055.76,809368.8909,3330866.84,128
504,738,13112,20026263,19523750,17701166.67,806507.4135,3342684.711,48
505,17,155605,20026263,19520250,18073453.95,807647.9578,3337964.238,160
506,21,137152,20026263,19517000,18463868.39,803650.4074,3354568.075,16
507,1,892220,20026263,19513500,18500225.08,800240.8953,3368860.572,32
508,10,193253,20026263,19510250,18603937.81,799675.0541,3371244.34,112
509,684,11816,20026263,19506750,18607845.78,796282.4076,3385607.888,32
510,0,1911538,20026263,19503500,18954459.52,797408.492,3380826.8,160
511,6,223571,20026263,19500000,19100953.07,795716.9767,3388013.677,80
512,2,825187,20026263,19496500,19036964.18,792903.7648,3400034.304,48
513,30,114338,20026263,19493000,19113865.97,790100.4989,3412097.58,48
514,990,19160,20026263,19489500,18840920.42,791217.841,3407279.084,160
515,972,18728,20026263,19486250,18709177.55,793455.6853,3397669.271,192
516,528,8072,20026263,19482750,19639945.79,789528.3812,3414570.095,16
517,741,13184,20026263,19479250,19686953.28,785620.5158,3431554.988,16
518,312,2888,20026263,19475750,19734359.35,783398.5027,3441288.17,64
519,52,70054,20026263,19472250,20050836.32,782290.6384,3446161.653,96
520,958,18392,20026263,19468750,19643232.24,784503.2335,3436442.178,192
521,479,6896,20026263,19465250,19322097.5,785612.66,3431589.303,160
522,86,19438,20026263,19461750,20356228.38,782279.6736,3446209.956,32
523,2,825187,20026263,19458000,20409630.01,778407.6866,3463352.234,16
524,54,57951,20026263,19454500,20342965.18,777306.8802,3468256.963,96
525,14,168298,20026263,19451000,20236884.49,775658.0058,3475629.697,80
526,673,11552,20026263,19447500,20328682.11,773464.1702,3485487.892,64
527,32,105412,20026263,19444000,19912389.8,776745.6162,3470763.071,224
528,991,19184,20026263,19440500,19365499.88,785533.2633,3431936.146,384
529,19,139439,20026263,19436750,18642426.04,794420.3287,3393543.572,384
530,18,146705,20026263,19433250,18814468.19,791611.701,3405583.819,48
531,1,892220,20026263,19429750,18450834.45,793850.6593,3395978.788,192
532,696,12104,20026263,19426250,18584923.6,792166.6912,3403197.875,80
533,0,1911538,20026263,19422750,18070308.31,797207.8792,3381677.565,272
534,31,109767,20026263,19419250,18038768.44,798335.2724,3376902.028,160
535,1,892220,20026263,19415500,17944924.03,797206.2849,3381684.328,96
536,835,15440,20026263,19412000,17759920.89,801715.8485,3362662.725,256
537,24,128423,20026263,19408500,18035652.9,800015.1961,3369810.99,80
538,986,19064,20026263,19405000,17313471.48,811328.8281,3322820.423,448
539,9,97511,20026263,19401500,17454700.76,809034.1027,3332245.193,64
540,0,1911538,20026263,19398000,17392661.17,810178.2202,3327539.463,160
541,807,14768,20026263,19394500,17130308.88,811323.9557,3322840.378,160
542,0,1911538,20026263,19391000,17862437.84,807308.2105,3339368.986,16
543,17,155605,20026263,19387500,17954000.1,804454.0185,3351217.022,48
544,904,17096,20026263,19384000,17799271.95,805022.8387,3348849.089,144
545,0,1911538,20026263,19380500,18300175.47,802176.7265,3360730.76,48
546,26,122460,20026263,19377000,18497239.45,798206.2566,3377447.843,16
547,851,15824,20026263,19373500,18666018.1,794255.439,3394248.081,16
548,18,146705,20026263,19370000,18804646.26,792009.0033,3403875.447,64
549,938,17912,20026263,19366500,19298118.35,789208.9007,3415952.351,48
550,393,4832,20026263,19363000,19486031.04,785302.6166,3432944.12,16
551,970,18680,20026263,19359750,19530585.67,781970.9456,3447570.546,32
552,341,3584,20026263,19356250,19612439.93,779759.2548,3457349.154,64
553,0,1911538,20026263,19352750,19658106.87,777553.8194,3467155.498,64
554,987,19088,20026263,19349500,19704137.73,777553.8194,3467155.498,128
555,11,185594,20026263,19346000,19977887.97,774804.8223,3479456.919,48
556,3,800279,20026263,19342500,20580384.94,776996.2448,3469643.538,192
557,33,105197,20026263,19339250,20313372.7,778644.4603,3462299.082,176
558,53,63033,20026263,19335750,20445069.06,774790.4661,3479521.39,16
559,0,1911538,20026263,19332500,20259540.05,773694.7752,3484449.018,96
560,0,1911538,20026263,19329250,20271407.6,770412.3508,3499294.887,32
561,694,12056,20026263,19325750,19097107.08,784031.0949,3438511.582,528
562,690,11960,20026263,19322500,18860871.01,785694.2331,3431233.025,176
563,695,12080,20026263,19319250,18629204.7,794583.1196,3392848.317,384
564,69,32121,20026263,19316000,18833070.04,792897.5977,3400060.749,80
565,828,15272,20026263,19312750,18870630.42,791215.6513,3407288.513,80
566,632,10568,20026263,19309500,18840378.38,789537.2726,3414531.642,80
567,916,17384,20026263,19306250,19119536.56,787304.1815,3424216.539,64
568,986,19064,20026263,19303000,18747634.27,795097.8945,3390651.665,352
569,547,8528,20026263,19299750,18717090.69,791724.6667,3405097.9,32
570,39,91384,20026263,19296500,19669779.21,787805.9305,3422035.676,16
571,507,7568,20026263,19293500,20131670.64,787248.882,3424457.07,112
572,343,3632,20026263,19290250,20026815.95,785578.9179,3431736.696,80
573,607,9968,20026263,19287250,19088198.86,798354.8169,3376819.358,496
574,649,10976,20026263,19284000,18954792.83,797225.8018,3381601.541,96
575,731,12944,20026263,19281000,19131686.32,794407.2555,3393599.418,48
576,20,139336,20026263,19278000,18143225.75,808450.1626,3334652.06,528
577,2,825187,20026263,19274750,17956160.64,813023.3296,3315895.008,256
578,7,209804,20026263,19271750,17592827.33,815897.727,3304213.152,208
579,31,109767,20026263,19268750,17298730.27,818205.3749,3294894.024,192
580,0,1911538,20026263,19265750,17408511.75,815312.6565,3306584.264,48
581,9,97511,20026263,19262750,17232005.83,815312.6565,3306584.264,128
582,519,7856,20026263,19260000,17456338.23,811853.667,3320672.32,32
583,874,16376,20026263,19257000,17569263.93,807835.2999,3337190.143,16
584,0,1911538,20026263,19254000,17506813.06,806121.6666,3344284.258,80
585,11,185594,20026263,19251250,17186397.53,809541.6631,3330155.967,224
586,832,15368,20026263,19248250,16848334.74,817555.5102,3297513.094,352
587,309,2816,20026263,19245500,16706142.48,822758.2675,3276661.088,272
588,962,18488,20026263,19242750,16434964.91,824503.5564,3269725.132,176
589,20,139336,20026263,19239750,16220854.42,825086.5535,3267414.781,144
590,50,73136,20026263,19237000,16109715.82,825086.5535,3267414.781,128
591,523,7952,20026263,19234250,16023927.7,825669.9627,3265106.061,144
592,22,134073,20026263,19231500,16287694.32,821583.2102,3281347.484,16
593,3,800279,20026263,19228750,16509835.41,817516.6856,3297669.696,16
594,7,209804,20026263,19226000,16370823.33,816938.6289,3300003.09,112
595,32,105412,20026263,19223250,16360947.32,812895.0932,3316418.1,16
596,419,5456,20026263,19220750,16428662.38,810021.149,3328184.706,48
597,11,185594,20026263,19218000,16013795.34,817466.986,3297870.185,336
598,4,431691,20026263,19215250,16002052.44,815154.8998,3307224.186,64
599,17,155605,20026263,19212750,15795336.22,823224.3137,3274806.095,352
600,33,105197,20026263,19210000,16027044.64,826716.8687,3260971.322,224
601,850,15800,20026263,19207500,16580385.05,823209.4964,3274865.04,32
602,3,800279,20026263,19205000,16598830.56,819717.0043,3288817.953,32
603,624,10376,20026263,19202250,16752116.39,818557.7792,3293475.511,96
604,57,53241,20026263,19199750,16717929.37,817400.1936,3298139.664,96
605,695,12080,20026263,19197250,16874455.03,819134.1165,3291158.243,176
606,873,16352,20026263,19194750,17119744.25,815079.714,3307529.256,16
607,791,14384,20026263,19192250,17229029.98,811621.7127,3321621.339,32
608,609,10016,20026263,19189750,17576560.08,809326.159,3331042.708,64
609,11,185594,20026263,19187250,17396614.88,811042.9548,3323991.638,176
610,18,146705,20026263,19184750,18221999.17,807028.6004,3340525.972,16
611,84,20941,20026263,19182250,17969706.8,809311.1632,3331104.429,192
612,856,15944,20026263,19179750,18255457.48,805305.3805,3347674.143,16
613,18,146705,20026263,19177250,18552030.54,801319.425,3364326.28,16
614,596,9704,20026263,19174750,18357440.38,800752.8212,3366706.84,112
615,48,77925,20026263,19172500,18102213.34,802451.4307,3359580.277,176
616,855,15920,20026263,19170000,18230593.15,800749.218,3366721.989,80
617,731,12944,20026263,19167500,17731364.17,806977.4247,3340737.817,304
618,0,1911538,20026263,19165000,17489732.9,807548.0292,3338377.288,144
619,16,157617,20026263,19162750,17427869.85,804692.9893,3350221.806,48
620,1,892220,20026263,19160250,17307843.37,804692.9893,3350221.806,128
621,723,12752,20026263,19158000,17188716.45,804124.0001,3352592.386,112
622,539,8336,20026263,19155500,17127136.21,801281.0657,3364487.338,48
623,17,155605,20026263,19153250,17037411.06,799581.3357,3371639.481,80
624,2,825187,20026263,19150750,16975952.87,798450.5861,3376414.329,96
625,560,8840,20026263,19148500,17026318.16,795063.1344,3390799.904,32
